"Модуль","Код документа","Документ / что загрузить","Обязательность","Когда появляется","Какие поля заявки влияют","Что проверяется","Статус правила","Источник"
"Модуль 3","3.2.Р.1.","Описание и состав лекарственного препарата в соответствии с фарразработкой","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: Описание и состав лекарственного препарата в соответствии с фарразработкой | Сверить сведения с заявкой и связанными разделами досье. | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.","сведения о разработке лекарственной формы","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о разработке лекарственной формы | Учесть условие из памятки: Раздел «Фармацевтическая разработка» должен содержать сведения о исследованиях по разработке, проведенных для установления того, что лекарственная форма, формуляция, процесс производства, система «контейнер — укупорка», микробиологические показатели и инструкции по использованию соответствуют цели, указанной в заявлении. | Сверить сведения с заявкой и связанными разделами досье. | Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой. | Проверить наличие казахской и русской версий, структуру, актуальность, соответствие ДСМ-101/Реш.88 и данным заявки.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.1.1.","описание активной фармацевтической субстанции в составе лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: описание активной фармацевтической субстанции в составе лекарственного препарата | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.1.2.","описание вспомогательных веществ в составе лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: описание вспомогательных веществ в составе лекарственного препарата | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.2.1.","сведения о разработке лекарственной формы","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о разработке лекарственной формы | Учесть условие из памятки: Необходимо предоставить краткое резюме, описывающее разработку лекарственного препарата, принимая во внимание предлагаемый путь введения и назначение. Необходимо рассмотреть различия между клиническими формуляциями и формуляцией (например, по составу), описанной 3.2.P.1. Необходимо обсудить результаты сравнительных исследований in vitro (например, растворения) или сравнительных исследований in vivo (например, биоэквивалентности), если оправданно. | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП. | Проверить отчёт БЭ/биоваивер/профиль растворения, аналитическую валидацию и хроматограммы, если применимо. | Проверить протокол, отчёт, разрешение регулятора, одобрение этической комиссии, страхование, ИРК/CRF и договоры, если применимо.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.2.2.","сведения о производственных избытках лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о производственных избытках лекарственного препарата | Учесть условие из памятки: Необходимо обосновать любые избытки формуляции(й), описанной(ых) в 3.2.P.1.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.2.3.","сведения о физико-химических и биологических свойствах лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о физико-химических и биологических свойствах лекарственного препарата | Учесть условие из памятки: Необходимо осветить параметры, релевантные для поведения лекарственного препарата, такие как pH, ионная сила, растворение, редиспергирование, восстановление, распределение частиц по размеру, агрегация, полиморфизм, реологические свойства, биологическая активность или активность и (или) иммунологическая активность. | Проверить отчёт БЭ/биоваивер/профиль растворения, аналитическую валидацию и хроматограммы, если применимо.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.3.","Сведения о разработке производственного процесса для лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: Сведения о разработке производственного процесса для лекарственного препарата | Учесть условие из памятки: Необходимо объяснить выбор и оптимизацию процесса производства, описанного в 3.2.P.3.3, в частности его критичные аспекты. В релевантных случаях необходимо объяснить и обосновать метод стерилизации. Необходимо расмотреть различия между процессом(ами) производства, использованным(и) для получения опорных клинических серий, и процессом, описанным в разделе 3.2.P.3.3, способные повлиять на поведение препарата. В случае, если был трансфер технологий, то данный раздел должен быть актуализирован с предоставлением описания трансфера технологий, соответствующих результатов трансфера технологий с первичными материалами. | Сверить сведения с заявкой и связанными разделами досье. | Проверить количество серий, их промышленный/пилотный статус, номера серий и совпадение одной серии с образцом при регистрации. | Проверить протокол, отчёт, разрешение регулятора, одобрение этической комиссии, страхование, ИРК/CRF и договоры, если применимо.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.4.","описание системы упаковки (укупорки)","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: описание системы упаковки (укупорки) | Учесть условие из памятки: Необходимо обсудить пригодность системы «контейнер — укупорка» (описанной в 3.2.P.7), используемой для хранения, транспортировки (перевозки) и применения лекарственного препарата. Такое обсуждение должно предусматривать, к примеру, выбор материалов, защиту от влаги и света, совместимость материалов конструкции с лекарственной формой (включая сорбцию контейнером и выделение из контейнера), безопасность материалов конструкции и ее эксплуатационные качества (такие как воспроизводимость дозы, извлекаемой из изделия, если прилагается к лекарственному препарату). | Проверить наличие первичной, промежуточной (если есть) и вторичной упаковки; совпадение маркировки, макетов и упаковки в заявке.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.5.","микробиологические характеристики лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: микробиологические характеристики лекарственного препарата","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.2.6.","сведения о совместимости лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о совместимости лекарственного препарата | Учесть условие из памятки: Необходимо рассмотреть совместимость лекарственного препарата с разбавителем(ями) для восстановления или дозирующими изделиями (например, выпадение осадка лекарственного вещества в растворе, сорбцию на сосудах для инъекций, стабильность), чтобы предоставить достаточные и обосновывающие сведения для составления информации о препарате. | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП. | Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой. | Проверить серии, условия, продолжительность, протокол/обязательства и соответствие заявленным срокам хранения. | Проверить отчёт БЭ/биоваивер/профиль растворения, аналитическую валидацию и хроматограммы, если применимо.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.3.1.","1. Сведения о производителях лекарственного препарата с указанием названия этапа производства 2. В случае, если был трансфер технологий, то копию договора трансфера технологий/трансфера аналитических методик","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: 1. Сведения о производителях лекарственного препарата с указанием названия этапа производства 2. В случае, если был трансфер технологий, то копию договора трансфера технологий/трансфера аналитических методик | Учесть условие из памятки: Необходимо предоставить название, адрес и ответственность каждого производителя, включая субподрядчиков, а также каждой предлагаемой производственной площадки или объекта, участвующих в производстве и испытаниях. Указанные поля заполняются для каждой стадии производственного процесса (приложите схему, включающую последовательность и действия для различных производственных площадок, вовлеченных в процесс производства, включая выпускающий контроль). | Сверить наименование, адрес и роль каждой производственной площадки с заявкой и 3.2.P/3.2.S. | Проверить описание аналитических методик; для нефармакопейных — валидация; для фармакопейных — верификация.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.3.2.","состав на серию (производственная рецептура) лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: состав на серию (производственная рецептура) лекарственного препарата | Учесть условие из памятки: Необходимо предоставить формулу серии, включающую перечень всех компонентов лекарственной формы, используемых в процессе производства, их количества на серию (включая избытки) и ссылки на стандарты их качества. Должно соответствовать фармразработке, любые различия должны быть обсуждены в разделе фармразработка | Сверить сведения с заявкой и связанными разделами досье. | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.3.3.","описание производственного процесса лекарственного препарата и его контроля","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: описание производственного процесса лекарственного препарата и его контроля | Учесть условие из памятки: Необходимо представить блок-схему, отразив стадии процесса и показав, где материалы входят в процесс. Необходимо отметить критичные стадии и точки, на которых проводятся внутрипроизводственные контроли, промежуточные испытания или контроли окончательного препарата. Должно соответствовать фармразработке, любые различия должны быть обсуждены в разделе фармразработка | Сверить сведения с заявкой и связанными разделами досье.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.3.4.","сведения о контроле критических стадий и промежуточной продукции при производстве лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о контроле критических стадий и промежуточной продукции при производстве лекарственного препарата | Учесть условие из памятки: Критичные стадии. Необходимо предоставить испытания и критерии приемлемости (с обоснованием, включающим экспериментальные данные), проводимые на критичных стадиях, отмеченных в 3.2.P.3.3, в целях обеспечения контроля процесса. Промежуточные продукты. Необходимо предоставить сведения о качестве и контроле промежуточных продуктов, выделяемых во время производства. Должно соответствовать фармразработке, любые различия должны быть обсуждены в разделе фармразработка | Сверить сведения с заявкой и связанными разделами досье.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.3.5.","отчет о валидации производственного процесса лекарственного препарата; оценка производственного процесса лекарственного препарата;","Обязателен при выполнении условий","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан); (Асептическое производство = Да или Стерильный препарат = Да)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры; Применение и состав: Асептическое производство; Применение и состав: Стерильный препарат","Проверить наличие: отчет о валидации производственного процесса лекарственного препарата; оценка производственного процесса лекарственного препарата; | Учесть условие из памятки: Необходимо предоставить описание, документацию и результаты исследований валидации и (или) оценки для критичных стадий или критичных анализов, используемых в процессе производства (например, валидации процесса стерилизации или асептической обработки либо фасования). Должно соответствовать фармразработке, любые различия должны быть обсуждены в разделе фармразработка | Сверить сведения с заявкой и связанными разделами досье. | Проверить протокол/отчёт валидации, критические стадии, критерии приемлемости; для асептики — моделирование питательной средой.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.","Контроль вспомогательных веществ","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Учесть условие из памятки: Перечень вспомогательных веществ должен соответствовать фармразработке, любые различия должны быть обсуждены в разделе фармразработка | Сверить сведения с заявкой и связанными разделами досье.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.1.","спецификация качества/ сертификаты анализа вспомогательных веществ лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: спецификация качества/ сертификаты анализа вспомогательных веществ лекарственного препарата | Проверить спецификации: показатели качества, критерии приемлемости, обоснование и версионность.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.2.","аналитическая методика, относящаяся к исследованию вспомогательных веществ","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: аналитическая методика, относящаяся к исследованию вспомогательных веществ | Проверить описание аналитических методик; для нефармакопейных — валидация; для фармакопейных — верификация.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.3.","протокол валидации аналитической методики, относящейся к исследованию вспомогательных веществ","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: протокол валидации аналитической методики, относящейся к исследованию вспомогательных веществ | Проверить описание аналитических методик; для нефармакопейных — валидация; для фармакопейных — верификация. | Проверить протокол/отчёт валидации, критические стадии, критерии приемлемости; для асептики — моделирование питательной средой.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.4.","обоснование спецификации вспомогательных веществ лекарственного препарата","Обязателен всегда в рамках ЛС + регистрация при выбранной структуре досье","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан)","Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: обоснование спецификации вспомогательных веществ лекарственного препарата | Проверить спецификации: показатели качества, критерии приемлемости, обоснование и версионность.","Готово к автоматизации","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.5.","сведения о вспомогательных веществах человеческого и животного происхождения в составе лекарственного препарата","Условие есть, но требуется уточнить/добавить поле в форме","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан); Вещества человеческого / животного происхождения = Да","Классификация: Вещества человеческого / животного происхождения; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о вспомогательных веществах человеческого и животного происхождения в составе лекарственного препарата | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП. | Проверить сертификаты вирусной, бактериологической и прионовой безопасности; вид/страна происхождения сырья.","Не хватает явного поля или значения в форме","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
"Модуль 3","3.2.Р.4.6.","сведения о новых вспомогательных веществах в составе лекарственного препарата Для вспомогательных веществ, которые используются впервые в лекарственном препарате или применяются при новом для этих вспомогательных веществ пути введения, необходимо представлять полное описание производства, свойств и контроля, со ссылкой на подтвержденные доклинические и клинические данные по безопасности. Эта информация должна быть оформлена так, как указано выше для активной фармацевтической субстанции. Необходимо представить подробную химическую, фармацевтическую и биологическую информацию. Эта информация должна быть оформлена так, как указано в Модуле 3 относительно активной фармацевтической субстанции. Информация о новом вспомогательном веществе может быть представлена в виде отдельного документа, составленного согласно вышеописанному формату. Если заявитель и производитель нового вспомогательного вещества не являются одним и тем же лицом, такой отдельный документ должен представляться производителем заявителю.","Условие есть, но требуется уточнить/добавить поле в форме","Тип объекта = Лекарственное средство; Тип процедуры = Регистрация; (Структура досье = CTD / Приложение 3 или иностранный производитель или Страна производителя не равно Казахстан); Есть новое вспомогательное вещество = Да","Нет в текущей форме / требуется уточнение: Есть новое вспомогательное вещество; Основное: Страна производителя; Основное: Структура досье; Основное: Тип объекта; Основное: Тип процедуры","Проверить наличие: сведения о новых вспомогательных веществах в составе лекарственного препарата Для вспомогательных веществ, которые используются впервые в лекарственном препарате или применяются при новом для этих вспомогательных веществ пути введения, необходимо представлять полное описание производства, свойств и контроля, со ссылкой на подтвержденные доклинические и клинические данные по безопасности. Эта информация должна быть оформлена так, как указано выше для активной фармацевтической субстанции. Необходимо представить подробную химическую, фармацевтическую и биологическую информацию. Эта информация должна быть оформлена так, как указано в Модуле 3 относительно активной фармацевтической субстанции. Информация о новом вспомогательном веществе может быть представлена в виде отдельного документа, составленного согласно вышеописанному формату. Если заявитель и производитель нового вспомогательного вещества не являются одним и тем же лицом, такой отдельный документ должен представляться производителем заявителю. | Учесть условие из памятки: Дополнительная информация о результатах исследования токсичности нового вспомогательного вещества должна представляться в Модуле 4 регистрационного досье. Результаты клинических исследований для нового вспомогательного вещества следует описывать в Модуле 5. | Сверить наименование, адрес и роль каждой производственной площадки с заявкой и 3.2.P/3.2.S. | Сверить качественный/количественный состав с формой заявки, 3.2.P.1, 3.2.P.3.2 и макетами/ОХЛП. | Сверить лекарственную форму, дозировку/концентрацию и количество единиц упаковки с заявкой. | Проверить протокол, отчёт, разрешение регулятора, одобрение этической комиссии, страхование, ИРК/CRF и договоры, если применимо. | Проверить вид исследования, GLP/валидность отчёта, дозы/модели/выводы и соответствие заявленному типу препарата. | Проверить полный пакет данных по новому вспомогательному веществу и связь с Модулем 4.","Не хватает явного поля или значения в форме","Памятка заявителю; рег.досье ЛС Приложение 3; НПА из архива ЛС"
